   5.70,  -0.48,   6.18,
   4.00,  -2.18,   6.18,
   4.60,  -1.58,   6.18,
   8.50,   2.32,   6.18,
   3.90,  -2.28,   6.18,
   4.20,  -1.98,   6.18,
   7.60,   1.42,   6.18,
   3.30,  -2.88,   6.18,
   4.20,  -1.98,   6.18,
   5.70,  -0.48,   6.18,
   3.70,  -2.48,   6.18,
   2.40,  -3.78,   6.18,
   5.30,  -0.88,   6.18,
   2.60,  -3.58,   6.18,
   5.80,  -0.38,   6.18,
   4.10,  -2.08,   6.18,
   7.70,   1.52,   6.18,
   7.40,   1.22,   6.18,
   4.70,  -1.48,   6.18,
   6.80,   0.62,   6.18,
   7.10,   0.92,   6.18,
   6.30,   0.12,   6.18,
   6.80,   0.62,   6.18,
   4.60,  -1.58,   6.18,
   7.60,   1.42,   6.18,
   9.20,   3.02,   6.18,
   6.80,   0.62,   6.18,
   4.30,  -1.88,   6.18,
   8.30,   2.12,   6.18,
   8.10,   1.92,   6.18,
   7.20,   1.02,   6.18,
   8.40,   2.22,   6.18,
   3.20,  -2.98,   6.18,
   6.00,  -0.18,   6.18,
  10.40,   4.22,   6.18,
   4.80,  -1.38,   6.18,
   8.60,   2.42,   6.18,
   6.90,   0.72,   6.18,
   6.60,   0.42,   6.18,
   4.10,  -2.08,   6.18,
   5.20,  -0.98,   6.18,
   8.40,   2.22,   6.18,
   6.60,   0.42,   6.18,
   7.00,   0.82,   6.18,
   7.00,   0.82,   6.18,
   5.00,  -1.18,   6.18,
   7.30,   1.12,   6.18,
   9.00,   2.82,   6.18,
   9.60,   3.42,   6.18,
