   5.40,   1.31,   4.09,
   3.70,  -0.39,   4.09,
   3.90,  -0.19,   4.09,
   2.90,  -1.19,   4.09,
  -0.30,  -4.39,   4.09,
   4.50,   0.41,   4.09,
   7.40,   3.31,   4.09,
   3.50,  -0.59,   4.09,
   0.50,  -3.59,   4.09,
   3.10,  -0.99,   4.09,
   4.20,   0.11,   4.09,
   1.30,  -2.79,   4.09,
   1.60,  -2.49,   4.09,
   1.70,  -2.39,   4.09,
   3.30,  -0.79,   4.09,
   4.30,   0.21,   4.09,
   5.50,   1.41,   4.09,
   4.00,  -0.09,   4.09,
   4.60,   0.51,   4.09,
   5.70,   1.61,   4.09,
   3.00,  -1.09,   4.09,
   4.80,   0.71,   4.09,
   4.30,   0.21,   4.09,
   4.40,   0.31,   4.09,
   5.10,   1.01,   4.09,
   4.50,   0.41,   4.09,
   5.90,   1.81,   4.09,
   3.90,  -0.19,   4.09,
   5.30,   1.21,   4.09,
   7.20,   3.11,   4.09,
   3.00,  -1.09,   4.09,
   3.70,  -0.39,   4.09,
   3.40,  -0.69,   4.09,
   5.20,   1.11,   4.09,
   6.40,   2.31,   4.09,
   3.60,  -0.49,   4.09,
   4.80,   0.71,   4.09,
   3.20,  -0.89,   4.09,
  -0.40,  -4.49,   4.09,
   3.30,  -0.79,   4.09,
   3.00,  -1.09,   4.09,
   6.40,   2.31,   4.09,
   5.10,   1.01,   4.09,
   3.50,  -0.59,   4.09,
   5.80,   1.71,   4.09,
   2.80,  -1.29,   4.09,
   5.60,   1.51,   4.09,
   7.70,   3.61,   4.09,
   4.90,   0.81,   4.09,
