  31.30,   1.76,  29.54,
  26.70,  -2.84,  29.54,
  29.50,  -0.04,  29.54,
  27.50,  -2.04,  29.54,
  31.20,   1.66,  29.54,
  32.30,   2.76,  29.54,
  29.00,  -0.54,  29.54,
  27.20,  -2.34,  29.54,
  30.40,   0.86,  29.54,
  29.10,  -0.44,  29.54,
  27.90,  -1.64,  29.54,
  29.70,   0.16,  29.54,
  29.80,   0.26,  29.54,
  27.70,  -1.84,  29.54,
  27.20,  -2.34,  29.54,
  29.90,   0.36,  29.54,
  29.00,  -0.54,  29.54,
  30.20,   0.66,  29.54,
  28.40,  -1.14,  29.54,
  29.80,   0.26,  29.54,
  27.60,  -1.94,  29.54,
  33.70,   4.16,  29.54,
  29.30,  -0.24,  29.54,
  29.80,   0.26,  29.54,
  29.50,  -0.04,  29.54,
  29.60,   0.06,  29.54,
  29.40,  -0.14,  29.54,
  30.60,   1.06,  29.54,
  30.20,   0.66,  29.54,
  29.60,   0.06,  29.54,
  27.20,  -2.34,  29.54,
  30.30,   0.76,  29.54,
  29.20,  -0.34,  29.54,
  28.70,  -0.84,  29.54,
  29.40,  -0.14,  29.54,
  30.90,   1.36,  29.54,
  28.30,  -1.24,  29.54,
  30.20,   0.66,  29.54,
  29.90,   0.36,  29.54,
  29.70,   0.16,  29.54,
  30.40,   0.86,  29.54,
  29.20,  -0.34,  29.54,
  29.00,  -0.54,  29.54,
  30.60,   1.06,  29.54,
  31.20,   1.66,  29.54,
  32.40,   2.86,  29.54,
  29.80,   0.26,  29.54,
  26.50,  -3.04,  29.54,
  31.40,   1.86,  29.54,
