  17.90,   0.15,  17.75,
  16.80,  -0.95,  17.75,
  18.00,   0.25,  17.75,
  16.60,  -1.15,  17.75,
  18.00,   0.25,  17.75,
  18.70,   0.95,  17.75,
  16.40,  -1.35,  17.75,
  16.30,  -1.45,  17.75,
  17.20,  -0.55,  17.75,
  16.70,  -1.05,  17.75,
  18.70,   0.95,  17.75,
  18.00,   0.25,  17.75,
  18.10,   0.35,  17.75,
  17.50,  -0.25,  17.75,
  16.30,  -1.45,  17.75,
  17.10,  -0.65,  17.75,
  19.50,   1.75,  17.75,
  16.60,  -1.15,  17.75,
  18.00,   0.25,  17.75,
  17.60,  -0.15,  17.75,
  16.60,  -1.15,  17.75,
  20.20,   2.45,  17.75,
  16.70,  -1.05,  17.75,
  15.10,  -2.65,  17.75,
  18.20,   0.45,  17.75,
  20.20,   2.45,  17.75,
  17.70,  -0.05,  17.75,
  17.40,  -0.35,  17.75,
  18.60,   0.85,  17.75,
  19.50,   1.75,  17.75,
  17.30,  -0.45,  17.75,
  18.00,   0.25,  17.75,
  19.20,   1.45,  17.75,
  16.20,  -1.55,  17.75,
  17.40,  -0.35,  17.75,
  19.50,   1.75,  17.75,
  18.20,   0.45,  17.75,
  14.70,  -3.05,  17.75,
  16.40,  -1.35,  17.75,
  18.20,   0.45,  17.75,
  15.50,  -2.25,  17.75,
  18.80,   1.05,  17.75,
  18.80,   1.05,  17.75,
  19.80,   2.05,  17.75,
  19.10,   1.35,  17.75,
  19.10,   1.35,  17.75,
  17.90,   0.15,  17.75,
  16.10,  -1.65,  17.75,
  19.50,   1.75,  17.75,
