  -0.90,  -0.77,  -0.13,
  -2.10,  -1.97,  -0.13,
   1.30,   1.43,  -0.13,
  -1.00,  -0.87,  -0.13,
  -6.20,  -6.07,  -0.13,
  -0.70,  -0.57,  -0.13,
  -0.60,  -0.47,  -0.13,
   1.50,   1.63,  -0.13,
   0.10,   0.23,  -0.13,
  -0.80,  -0.67,  -0.13,
   1.50,   1.63,  -0.13,
  -0.90,  -0.77,  -0.13,
  -1.40,  -1.27,  -0.13,
  -0.70,  -0.57,  -0.13,
  -1.30,  -1.17,  -0.13,
  -2.90,  -2.77,  -0.13,
  -0.20,  -0.07,  -0.13,
   2.20,   2.33,  -0.13,
   0.50,   0.63,  -0.13,
   1.80,   1.93,  -0.13,
  -2.50,  -2.37,  -0.13,
  -0.60,  -0.47,  -0.13,
   1.00,   1.13,  -0.13,
  -0.20,  -0.07,  -0.13,
   1.40,   1.53,  -0.13,
   1.20,   1.33,  -0.13,
  -0.10,   0.03,  -0.13,
  -0.10,   0.03,  -0.13,
  -1.80,  -1.67,  -0.13,
   1.80,   1.93,  -0.13,
  -0.50,  -0.37,  -0.13,
  -2.70,  -2.57,  -0.13,
  -3.00,  -2.87,  -0.13,
  -0.50,  -0.37,  -0.13,
  -1.20,  -1.07,  -0.13,
   2.20,   2.33,  -0.13,
   1.80,   1.93,  -0.13,
  -0.50,  -0.37,  -0.13,
  -0.40,  -0.27,  -0.13,
  -0.50,  -0.37,  -0.13,
  -0.30,  -0.17,  -0.13,
   0.80,   0.93,  -0.13,
  -0.60,  -0.47,  -0.13,
  -1.00,  -0.87,  -0.13,
   0.00,   0.13,  -0.13,
   0.50,   0.63,  -0.13,
   3.80,   3.93,  -0.13,
   2.30,   2.43,  -0.13,
   3.90,   4.03,  -0.13,
