  25.40,  -0.93,  26.33,
  25.60,  -0.73,  26.33,
  27.70,   1.37,  26.33,
  25.30,  -1.03,  26.33,
  27.30,   0.97,  26.33,
  26.40,   0.07,  26.33,
  24.80,  -1.53,  26.33,
  25.20,  -1.13,  26.33,
  25.20,  -1.13,  26.33,
  25.50,  -0.83,  26.33,
  26.70,   0.37,  26.33,
  25.90,  -0.43,  26.33,
  25.80,  -0.53,  26.33,
  24.20,  -2.13,  26.33,
  25.20,  -1.13,  26.33,
  26.70,   0.37,  26.33,
  25.70,  -0.63,  26.33,
  27.10,   0.77,  26.33,
  25.30,  -1.03,  26.33,
  25.20,  -1.13,  26.33,
  26.20,  -0.13,  26.33,
  26.50,   0.17,  26.33,
  25.10,  -1.23,  26.33,
  28.10,   1.77,  26.33,
  26.70,   0.37,  26.33,
  27.50,   1.17,  26.33,
  27.50,   1.17,  26.33,
  24.50,  -1.83,  26.33,
  27.10,   0.77,  26.33,
  26.30,  -0.03,  26.33,
  27.20,   0.87,  26.33,
  27.10,   0.77,  26.33,
  26.70,   0.37,  26.33,
  26.60,   0.27,  26.33,
  26.00,  -0.33,  26.33,
  28.10,   1.77,  26.33,
  27.00,   0.67,  26.33,
  27.70,   1.37,  26.33,
  26.50,   0.17,  26.33,
  25.10,  -1.23,  26.33,
  26.80,   0.47,  26.33,
  26.50,   0.17,  26.33,
  26.80,   0.47,  26.33,
  27.30,   0.97,  26.33,
  26.90,   0.57,  26.33,
  26.60,   0.27,  26.33,
  27.00,   0.67,  26.33,
  25.80,  -0.53,  26.33,
  26.90,   0.57,  26.33,
