  21.50,  -1.39,  22.89,
  22.00,  -0.89,  22.89,
  21.20,  -1.69,  22.89,
  22.10,  -0.79,  22.89,
  22.30,  -0.59,  22.89,
  24.60,   1.71,  22.89,
  21.60,  -1.29,  22.89,
  21.80,  -1.09,  22.89,
  22.70,  -0.19,  22.89,
  24.50,   1.61,  22.89,
  23.00,   0.11,  22.89,
  23.50,   0.61,  22.89,
  23.20,   0.31,  22.89,
  21.70,  -1.19,  22.89,
  21.80,  -1.09,  22.89,
  22.70,  -0.19,  22.89,
  22.70,  -0.19,  22.89,
  21.00,  -1.89,  22.89,
  22.60,  -0.29,  22.89,
  21.40,  -1.49,  22.89,
  22.60,  -0.29,  22.89,
  23.30,   0.41,  22.89,
  22.10,  -0.79,  22.89,
  22.00,  -0.89,  22.89,
  24.00,   1.11,  22.89,
  23.40,   0.51,  22.89,
  21.50,  -1.39,  22.89,
  22.20,  -0.69,  22.89,
  23.10,   0.21,  22.89,
  22.50,  -0.39,  22.89,
  23.70,   0.81,  22.89,
  21.60,  -1.29,  22.89,
  22.50,  -0.39,  22.89,
  23.10,   0.21,  22.89,
  24.50,   1.61,  22.89,
  23.80,   0.91,  22.89,
  24.20,   1.31,  22.89,
  22.50,  -0.39,  22.89,
  23.00,   0.11,  22.89,
  24.30,   1.41,  22.89,
  23.10,   0.21,  22.89,
  24.00,   1.11,  22.89,
  23.60,   0.71,  22.89,
  24.80,   1.91,  22.89,
  24.70,   1.81,  22.89,
  23.70,   0.81,  22.89,
  24.60,   1.71,  22.89,
  23.10,   0.21,  22.89,
  22.40,  -0.49,  22.89,
