  16.40,  -1.21,  17.61,
  15.20,  -2.41,  17.61,
  17.30,  -0.31,  17.61,
  17.30,  -0.31,  17.61,
  17.00,  -0.61,  17.61,
  15.30,  -2.31,  17.61,
  18.00,   0.39,  17.61,
  16.90,  -0.71,  17.61,
  16.20,  -1.41,  17.61,
  16.80,  -0.81,  17.61,
  18.10,   0.49,  17.61,
  17.80,   0.19,  17.61,
  17.50,  -0.11,  17.61,
  18.10,   0.49,  17.61,
  16.60,  -1.01,  17.61,
  16.10,  -1.51,  17.61,
  18.10,   0.49,  17.61,
  17.70,   0.09,  17.61,
  16.60,  -1.01,  17.61,
  16.40,  -1.21,  17.61,
  16.00,  -1.61,  17.61,
  17.50,  -0.11,  17.61,
  17.40,  -0.21,  17.61,
  18.10,   0.49,  17.61,
  17.80,   0.19,  17.61,
  16.10,  -1.51,  17.61,
  17.40,  -0.21,  17.61,
  16.70,  -0.91,  17.61,
  18.70,   1.09,  17.61,
  16.90,  -0.71,  17.61,
  18.20,   0.59,  17.61,
  17.00,  -0.61,  17.61,
  17.20,  -0.41,  17.61,
  19.10,   1.49,  17.61,
  19.20,   1.59,  17.61,
  17.80,   0.19,  17.61,
  18.80,   1.19,  17.61,
  17.40,  -0.21,  17.61,
  17.00,  -0.61,  17.61,
  19.30,   1.69,  17.61,
  18.10,   0.49,  17.61,
  19.60,   1.99,  17.61,
  18.80,   1.19,  17.61,
  19.70,   2.09,  17.61,
  18.00,   0.39,  17.61,
  20.00,   2.39,  17.61,
  18.20,   0.59,  17.61,
  18.80,   1.19,  17.61,
  18.80,   1.19,  17.61,
