  24.20,   2.42,  21.78,
  20.00,  -1.78,  21.78,
  24.80,   3.02,  21.78,
  21.90,   0.12,  21.78,
  21.10,  -0.68,  21.78,
  20.10,  -1.68,  21.78,
  19.40,  -2.38,  21.78,
  21.10,  -0.68,  21.78,
  21.20,  -0.58,  21.78,
  22.60,   0.82,  21.78,
  20.40,  -1.38,  21.78,
  23.50,   1.72,  21.78,
  23.80,   2.02,  21.78,
  22.50,   0.72,  21.78,
  21.50,  -0.28,  21.78,
  22.10,   0.32,  21.78,
  21.80,   0.02,  21.78,
  24.30,   2.52,  21.78,
  21.10,  -0.68,  21.78,
  20.70,  -1.08,  21.78,
  19.70,  -2.08,  21.78,
  24.30,   2.52,  21.78,
  23.60,   1.82,  21.78,
  21.10,  -0.68,  21.78,
  22.80,   1.02,  21.78,
  22.20,   0.42,  21.78,
  19.70,  -2.08,  21.78,
  21.80,   0.02,  21.78,
  20.00,  -1.78,  21.78,
  21.00,  -0.78,  21.78,
  20.30,  -1.48,  21.78,
  22.00,   0.22,  21.78,
  21.20,  -0.58,  21.78,
  24.00,   2.22,  21.78,
  21.60,  -0.18,  21.78,
  21.90,   0.12,  21.78,
  20.60,  -1.18,  21.78,
  23.90,   2.12,  21.78,
  20.40,  -1.38,  21.78,
  21.20,  -0.58,  21.78,
  23.40,   1.62,  21.78,
  21.00,  -0.78,  21.78,
  22.10,   0.32,  21.78,
  20.80,  -0.98,  21.78,
  18.60,  -3.18,  21.78,
  21.40,  -0.38,  21.78,
  23.00,   1.22,  21.78,
  24.00,   2.22,  21.78,
  21.50,  -0.28,  21.78,
