  23.00,   1.63,  21.37,
  20.80,  -0.57,  21.37,
  20.80,  -0.57,  21.37,
  16.90,  -4.47,  21.37,
  23.40,   2.03,  21.37,
  23.00,   1.63,  21.37,
  22.30,   0.93,  21.37,
  19.90,  -1.47,  21.37,
  21.20,  -0.17,  21.37,
  21.60,   0.23,  21.37,
  21.20,  -0.17,  21.37,
  22.80,   1.43,  21.37,
  21.00,  -0.37,  21.37,
  19.60,  -1.77,  21.37,
  20.40,  -0.97,  21.37,
  19.90,  -1.47,  21.37,
  19.00,  -2.37,  21.37,
  20.20,  -1.17,  21.37,
  20.60,  -0.77,  21.37,
  22.00,   0.63,  21.37,
  21.00,  -0.37,  21.37,
  25.10,   3.73,  21.37,
  20.10,  -1.27,  21.37,
  19.80,  -1.57,  21.37,
  18.70,  -2.67,  21.37,
  21.90,   0.53,  21.37,
  20.40,  -0.97,  21.37,
  23.00,   1.63,  21.37,
  22.70,   1.33,  21.37,
  21.50,   0.13,  21.37,
  19.80,  -1.57,  21.37,
  21.60,   0.23,  21.37,
  22.30,   0.93,  21.37,
  21.00,  -0.37,  21.37,
  21.80,   0.43,  21.37,
  22.70,   1.33,  21.37,
  22.00,   0.63,  21.37,
  21.90,   0.53,  21.37,
  21.80,   0.43,  21.37,
  22.80,   1.43,  21.37,
  23.10,   1.73,  21.37,
  21.00,  -0.37,  21.37,
  20.10,  -1.27,  21.37,
  22.10,   0.73,  21.37,
  24.80,   3.43,  21.37,
  21.60,   0.23,  21.37,
  21.00,  -0.37,  21.37,
  20.10,  -1.27,  21.37,
  22.00,   0.63,  21.37,
