 0:00  11    290
 1:00  05    20
 2:00  05    200
 3:00  29    50
 4:00  33    50
 5:00  16    340
 6:00  15    320
 7:00  20    360
 8:00  21    50
 9:00  23    70
10:00  21    90
11:00  16    70
12:00  23    90
13:00  23    90
14:00  16    90
15:00  17    90
16:00  17    50
17:00  05    110
18:00  03    0
19:00  02    0
20:00  09    160    
21:00  18    140
22:00  07    200    
23:00  11    180
