193,  1.81,  1.20,  1.20,
194,  1.81,  1.17,  1.17,
195,  1.80,  1.13,  1.13,
196,  1.80,  1.09,  1.09,
197,  1.80,  1.05,  1.05,
198,  1.80,  1.01,  1.01,
199,  1.80,  0.96,  0.96,
200,  1.79,  0.91,  0.91,
201,  1.79,  0.86,  0.86,
202,  1.79,  0.80,  0.80,
203,  1.79,  0.74,  0.74,
204,  1.79,  0.67,  0.67,
205,  1.78,  0.59,  0.59,
206,  1.78,  0.50,  0.50,
207,  1.78,  0.39,  0.39,
208,  1.78,  0.22,  0.22,
209,  1.77,  1.55,  1.55,
210,  1.77,  1.50,  1.50,
211,  1.77,  1.44,  1.44,
212,  1.76,  1.39,  1.39,
213,  1.76,  1.33,  1.33,
214,  1.76,  1.27,  1.27,
215,  1.76,  1.22,  1.22,
216,  1.75,  1.15,  1.15,
217,  1.75,  1.09,  1.09,
218,  1.75,  1.02,  1.02,
219,  1.74,  0.95,  0.95,
220,  1.74,  0.87,  0.87,
221,  1.74,  0.79,  0.79,
222,  1.73,  0.70,  0.70,
223,  1.73,  0.60,  0.60,
224,  1.73,  0.47,  0.47,
225,  1.73,  0.30,  0.30,
226,  1.72,  1.55,  1.55,
227,  1.72,  1.48,  1.48,
228,  1.72,  1.42,  1.42,
229,  1.71,  1.35,  1.35,
230,  1.71,  1.28,  1.28,
231,  1.70,  1.21,  1.21,
232,  1.70,  1.14,  1.14,
233,  1.70,  1.06,  1.06,
234,  1.69,  0.98,  0.98,
235,  1.69,  0.89,  0.89,
236,  1.69,  0.80,  0.80,
237,  1.68,  0.69,  0.69,
238,  1.68,  0.57,  0.57,
239,  1.68,  0.42,  0.42,
240,  1.67,  0.16,  0.16,
241,  1.67,  1.51,  1.51,
242,  1.67,  1.44,  1.44,
243,  1.66,  1.37,  1.37,
244,  1.66,  1.29,  1.29,
245,  1.65,  1.21,  1.21,
246,  1.65,  1.13,  1.13,
247,  1.65,  1.05,  1.05,
248,  1.64,  0.96,  0.96,
249,  1.64,  0.86,  0.86,
250,  1.64,  0.76,  0.76,
251,  1.63,  0.65,  0.65,
252,  1.63,  0.50,  0.50,
253,  1.62,  0.32,  0.32,
254,  1.62,  2.91,  0.23,
255,  1.62,  2.68,  0.46,
256,  1.61,  2.53,  0.61,
257,  1.61,  2.41,  0.73,
258,  1.60,  2.30,  0.84,
259,  1.60,  2.20,  0.94,
260,  1.60,  2.11,  1.03,
261,  1.59,  2.02,  1.12,
262,  1.59,  1.94,  1.20,
263,  1.59,  1.86,  1.29,
264,  1.58,  1.78,  1.36,
265,  1.58,  1.70,  1.44,
266,  1.57,  1.62,  1.52,
267,  1.57,  1.54,  1.60,
268,  1.57,  1.46,  1.68,
269,  1.56,  1.39,  1.76,
270,  1.56,  1.31,  1.84,
271,  1.55,  1.22,  1.92,
272,  1.55,  1.14,  2.00,
273,  1.55,  1.05,  2.09,
274,  1.54,  0.96,  2.18,
275,  1.54,  0.86,  2.28,
276,  1.53,  0.76,  2.38,
277,  1.53,  0.63,  2.51,
278,  1.53,  0.49,  2.65,
279,  1.52,  0.28,  2.86,
280,  1.52,  0.28,  0.28,
281,  1.51,  0.48,  0.48,
282,  1.51,  0.63,  0.63,
283,  1.51,  0.75,  0.75,
284,  1.50,  0.86,  0.86,
285,  1.50,  0.95,  0.95,
286,  1.50,  1.05,  1.05,
287,  1.49,  1.13,  1.13,
288,  1.49,  1.21,  1.21,
289,  1.48,  1.29,  1.29,
290,  1.48,  1.37,  1.37,
291,  1.48,  1.45,  1.45,
292,  1.47,  1.52,  1.52,
293,  1.47,  0.24,  0.24,
294,  1.46,  0.46,  0.46,
295,  1.46,  0.60,  0.60,
296,  1.46,  0.72,  0.72,
297,  1.45,  0.82,  0.82,
298,  1.45,  0.92,  0.92,
299,  1.45,  1.01,  1.01,
300,  1.44,  1.09,  1.09,
301,  1.44,  1.17,  1.17,
302,  1.43,  1.25,  1.25,
303,  1.43,  1.32,  1.32,
304,  1.43,  1.39,  1.39,
305,  1.42,  1.46,  1.46,
306,  1.42,  1.53,  1.53,
307,  1.42,  0.23,  0.23,
308,  1.41,  0.43,  0.43,
309,  1.41,  0.58,  0.58,
310,  1.41,  0.69,  0.69,
311,  1.40,  0.78,  0.78,
312,  1.40,  0.87,  0.87,
313,  1.40,  0.95,  0.95,
314,  1.39,  1.03,  1.03,
315,  1.39,  1.10,  1.10,
316,  1.39,  1.16,  1.16,
317,  1.38,  1.23,  1.23,
318,  1.38,  1.29,  1.29,
319,  1.38,  1.35,  1.35,
320,  1.38,  1.41,  1.41,
321,  1.37,  1.46,  1.46,
322,  1.37,  1.52,  1.52,
323,  1.37,  0.07,  0.07,
324,  1.36,  0.33,  0.33,
325,  1.36,  0.46,  0.46,
326,  1.36,  0.57,  0.57,
327,  1.36,  0.65,  0.65,
328,  1.35,  0.73,  0.73,
329,  1.35,  0.79,  0.79,
330,  1.35,  0.86,  0.86,
331,  1.35,  0.91,  0.91,
332,  1.35,  0.96,  0.96,
333,  1.34,  1.01,  1.01,
334,  1.34,  1.06,  1.06,
335,  1.34,  1.10,  1.10,
336,  1.34,  1.14,  1.14,
337,  1.34,  1.18,  1.18,
338,  1.33,  1.21,  1.21,
339,  1.33,  1.25,  1.25,
340,  1.33,  1.28,  1.28,
341,  1.33,  1.31,  1.31,
342,  1.33,  1.34,  1.34,
343,  1.33,  1.36,  1.36,
344,  1.33,  1.38,  1.38,
345,  1.32,  1.41,  1.41,
346,  1.32,  1.42,  1.42,
347,  1.32,  1.44,  1.44,
348,  1.32,  1.46,  1.46,
349,  1.32,  1.47,  1.47,
350,  1.32,  1.49,  1.49,
351,  1.32,  1.50,  1.50,
352,  1.32,  1.51,  1.51,
353,  1.32,  1.51,  1.51,
354,  1.32,  1.52,  1.52,
355,  1.32,  1.52,  1.52,
356,  1.32,  1.52,  1.52,
357,  1.32,  1.52,  1.52,
358,  1.32,  1.52,  1.52,
359,  1.32,  1.52,  1.52,
360,  1.32,  1.51,  1.51,
361,  1.32,  1.50,  1.50,
362,  1.32,  1.49,  1.49,
363,  1.32,  1.48,  1.48,
364,  1.32,  1.47,  1.47,
365,  1.32,  1.45,  1.45,
