193001   -0.60
193002   -0.23
193003   0.20
193004   -0.31
193005   -0.26
193006   -0.11
193007   0.02
193008   0.00
193009   -0.28
193010   -0.14
193011   0.37
193012   0.02
193101   -0.06
193102   -0.62
193103   0.00
193104   -0.25
193105   -0.33
193106   0.05
193107   0.18
193108   0.19
193109   0.21
193110   0.42
193111   -0.01
193112   0.13
193201   0.84
193202   -0.36
193203   -0.44
193204   0.30
193205   -0.19
193206   -0.15
193207   -0.01
193208   -0.13
193209   0.17
193210   0.21
193211   -0.25
193212   -0.29
193301   -0.57
193302   -0.71
193303   -0.45
193304   -0.32
193305   -0.25
193306   -0.29
193307   -0.14
193308   -0.15
193309   -0.29
193310   -0.12
193311   -0.12
193312   -0.69
193401   -0.38
193402   0.44
193403   -0.46
193404   -0.44
193405   0.23
193406   -0.02
193407   -0.05
193408   -0.05
193409   -0.35
193410   0.03
193411   0.27
193412   0.13
193501   -0.55
193502   0.92
193503   0.04
193504   -0.64
193505   -0.34
193506   -0.19
193507   -0.05
193508   -0.09
193509   -0.07
193510   0.10
193511   -0.75
193512   -0.34
193601   -0.58
193602   -0.79
193603   -0.26
193604   -0.33
193605   -0.02
193606   -0.08
193607   0.22
193608   0.00
193609   -0.07
193610   0.11
193611   0.16
193612   0.23
193701   -0.49
193702   0.22
193703   -0.49
193704   -0.33
193705   0.08
193706   0.20
193707   -0.03
193708   0.13
193709   0.28
193710   0.31
193711   0.19
193712   -0.26
193801   0.18
193802   0.13
193803   0.32
193804   0.53
193805   0.17
193806   -0.11
193807   0.04
193808   0.08
193809   0.29
193810   0.34
193811   0.39
193812   -0.27
193901   0.18
193902   0.04
193903   -0.35
193904   -0.19
193905   0.16
193906   0.09
193907   0.05
193908   0.10
193909   -0.08
193910   -0.18
193911   0.08
193912   1.25
194001   -0.46
194002   0.10
194003   0.06
194004   0.26
194005   -0.02
194006   0.09
194007   0.15
194008   0.02
194009   0.23
194010   0.08
194011   0.00
194012   0.43
194101   0.03
194102   0.27
194103   -0.02
194104   0.19
194105   0.16
194106   0.20
194107   0.24
194108   0.18
194109   -0.17
194110   0.32
194111   -0.14
