  1.1                     7.5305648                     0.0907180
  1.2                     6.5465682                     0.3011942
  1.3                     5.8398297                     0.4493290
  1.4                     5.3019950                     0.5488116
  1.5                     4.8695602                     0.6187834
  1.6                     4.5083976                     0.6703200
  1.7                     4.1984804                     0.7097396
  1.8                     3.9271333                     0.7408182
  1.9                     3.6858472                     0.7659283
  2.0                     3.4686409                     0.7866279
