 1           1   0.00000000    
 1           1   0.00000000    
 1           2   0.00000000    
 1           2   0.00000000    
 1           3   0.00000000    
 1           3   0.00000000    
 1           4   0.00000000    
 1           4   0.00000000    
 1           5   0.00000000    
 1           5   0.00000000    
 1           6   0.00000000    
 1           6   0.00000000    
 1           7   0.00000000    
 1           7   0.00000000    
 1           8   0.00000000    
 1           8   0.00000000    
 1           9   0.00000000    
 1           9   0.00000000    
 1          10   0.00000000    
 1          10   0.00000000    
 2          11   0.00000000    
 2          11   11.5000000    
 2          11   11.5000000    
 2          11   11.5000000    
 3          13   0.00000000    
 3          13   0.00000000    
 3          13   13.0000000    
 3          13   13.0000000    
 3          13   13.0000000    
 3          13   27.0000000    
 3          13   27.0000000    
 3          13   42.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 3          13   14.0000000    
 1          16   0.00000000    
 1          16   0.00000000    
 2          17   0.00000000    
 2          17   17.5000000    
 2          17   17.5000000    
 2          17   17.5000000    
 3          19   0.00000000    
 3          19   0.00000000    
 3          19   19.0000000    
 3          19   19.0000000    
 3          19   19.0000000    
 3          19   39.0000000    
 3          19   39.0000000    
 3          19   60.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 3          19   20.0000000    
 2          22   0.00000000    
 2          22   22.5000000    
 2          22   22.5000000    
 2          22   22.5000000    
 2          24   0.00000000    
 2          24   24.5000000    
 2          24   24.5000000    
 2          24   24.5000000    
 1          26   0.00000000    
 1          26   0.00000000    
 3          27   0.00000000    
 3          27   0.00000000    
 3          27   27.0000000    
 3          27   27.0000000    
 3          27   27.0000000    
 3          27   55.0000000    
 3          27   55.0000000    
 3          27   84.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          27   28.0000000    
 3          30   0.00000000    
 3          30   0.00000000    
 3          30   30.0000000    
 3          30   30.0000000    
 3          30   30.0000000    
 3          30   61.0000000    
 3          30   61.0000000    
 3          30   61.0000000    
 3          30   93.0000000    
 3          30   93.0000000    
 3          30   126.000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 3          30   31.5000000    
 2          34   0.00000000    
 2          34   34.5000000    
 2          34   34.5000000    
 2          34   34.5000000    
 2          36   0.00000000    
 2          36   36.5000000    
 2          36   36.5000000    
 2          36   36.5000000    
 3          38   0.00000000    
 3          38   0.00000000    
 3          38   38.0000000    
 3          38   38.0000000    
 3          38   38.0000000    
 3          38   77.0000000    
 3          38   77.0000000    
 3          38   117.000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          38   39.0000000    
 3          41   0.00000000    
 3          41   0.00000000    
 3          41   41.0000000    
 3          41   41.0000000    
 3          41   41.0000000    
 3          41   83.0000000    
 3          41   83.0000000    
 3          41   83.0000000    
 3          41   126.000000    
 3          41   126.000000    
 3          41   170.000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 3          41   42.5000000    
 1          45   0.00000000    
 1          45   0.00000000    
 2          46   0.00000000    
 2          46   46.5000000    
 2          46   46.5000000    
 2          46   46.5000000    
 3          48   0.00000000    
 3          48   0.00000000    
 3          48   48.0000000    
 3          48   48.0000000    
 3          48   48.0000000    
 3          48   97.0000000    
 3          48   97.0000000    
 3          48   147.000000    
 3          48   49.0000000    
 3          48   49.0000000    
 3          48   49.0000000    
 3          48   49.0000000    
 3          48   49.0000000    
 3          48   49.0000000    
 3          48   49.0000000    
 1          51   0.00000000    
 1          51   0.00000000    
 3          52   0.00000000    
 3          52   0.00000000    
 3          52   52.0000000    
 3          52   52.0000000    
 3          52   52.0000000    
 3          52   105.000000    
 3          52   105.000000    
 3          52   105.000000    
 3          52   159.000000    
 3          52   159.000000    
 3          52   214.000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 3          52   53.5000000    
 1          56   0.00000000    
 1          56   0.00000000    
 1          57   0.00000000    
 1          57   0.00000000    
 3          58   0.00000000    
 3          58   0.00000000    
 3          58   58.0000000    
 3          58   58.0000000    
 3          58   58.0000000    
 3          58   117.000000    
 3          58   117.000000    
 3          58   177.000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          58   59.0000000    
 3          61   0.00000000    
 3          61   0.00000000    
 3          61   61.0000000    
 3          61   61.0000000    
 3          61   61.0000000    
 3          61   123.000000    
 3          61   123.000000    
 3          61   186.000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          61   62.0000000    
 3          64   0.00000000    
 3          64   0.00000000    
 3          64   64.0000000    
 3          64   64.0000000    
 3          64   64.0000000    
 3          64   129.000000    
 3          64   129.000000    
 3          64   129.000000    
 3          64   195.000000    
 3          64   195.000000    
