    3.100    4.674    5.012
    3.258    5.377    5.053
    3.470    6.120    5.131
    3.735    6.913    5.252
    4.053    7.767    5.427
    4.425    8.689    5.667
    4.852    9.687    5.986
    5.336   10.766    6.402
    5.879   11.929    6.933
    6.485   13.177    7.603
    7.155   14.506    8.439
    7.891   15.906    9.470
    8.693   17.359   10.728
    9.560   18.838   12.244
   10.489   20.304   14.049
   11.472   21.703   16.167
   12.496   22.966   18.608
   13.544   24.009   21.366
   14.591   24.738   24.409
   15.607   25.051   27.671
   16.552   24.855   31.050
   17.383   24.075   34.411
   18.053   22.676   37.590
   18.516   20.671   40.418
   18.732   18.136   42.740
   18.672   15.199   44.440
   18.324   12.032   45.461
   17.695    8.819   45.809
   16.806    5.734   45.551
   15.698    2.919   44.794
   14.419    0.466   43.665
   13.022   -1.581   42.294
   11.560   -3.219   40.792
   10.081   -4.478   39.252
    8.624   -5.404   37.737
    7.219   -6.054   36.293
    5.891   -6.482   34.942
    4.652   -6.740   33.695
    3.512   -6.873   32.554
    2.472   -6.917   31.514
    1.532   -6.902   30.567
    0.688   -6.850   29.704
   -0.066   -6.781   28.915
   -0.739   -6.706   28.193
   -1.336   -6.636   27.529
   -1.866   -6.579   26.917
   -2.338   -6.538   26.352
   -2.759   -6.518   25.829
   -3.135   -6.521   25.344
   -3.474   -6.548   24.895
   -3.782   -6.600   24.480
   -4.064   -6.677   24.098
   -4.325   -6.779   23.749
   -4.571   -6.906   23.431
   -4.805   -7.057   23.145
   -5.030   -7.230   22.891
   -5.250   -7.427   22.670
   -5.468   -7.644   22.484
   -5.686   -7.881   22.332
   -5.906   -8.138   22.217
   -6.129   -8.411   22.140
   -6.358   -8.700   22.103
   -6.592   -9.002   22.107
   -6.833   -9.315   22.154
   -7.082   -9.636   22.245
   -7.337   -9.962   22.383
   -7.600  -10.290   22.569
   -7.869  -10.615   22.802
   -8.144  -10.932   23.085
   -8.423  -11.237   23.416
   -8.705  -11.524   23.795
   -8.987  -11.787   24.221
   -9.267  -12.019   24.689
   -9.543  -12.215   25.197
   -9.810  -12.368   25.739
  -10.066  -12.472   26.309
  -10.307  -12.522   26.898
  -10.529  -12.513   27.499
  -10.728  -12.441   28.101
  -10.899  -12.306   28.694
  -11.040  -12.106   29.265
  -11.147  -11.844   29.806
  -11.216  -11.522   30.304
  -11.247  -11.148   30.750
  -11.237  -10.727   31.136
  -11.186  -10.268   31.454
  -11.094   -9.782   31.701
  -10.963   -9.278   31.873
  -10.794   -8.766   31.969
  -10.591   -8.258   31.992
  -10.358   -7.761   31.942
  -10.098   -7.285   31.826
   -9.816   -6.836   31.648
   -9.518   -6.420   31.415
   -9.208   -6.041   31.133
   -8.891   -5.702   30.810
   -8.572   -5.404   30.451
   -8.254   -5.147   30.064
   -7.943   -4.931   29.653
   -7.642   -4.756   29.225
   -7.353   -4.618   28.785
   -7.079   -4.516   28.337
   -6.823   -4.448   27.884
   -6.585   -4.411   27.431
   -6.367   -4.403   26.979
   -6.171   -4.422   26.532
   -5.996   -4.466   26.092
   -5.843   -4.533   25.661
   -5.711   -4.621   25.240
   -5.602   -4.730   24.831
   -5.515   -4.857   24.437
   -5.449   -5.003   24.057
   -5.404   -5.166   23.695
   -5.381   -5.346   23.350
   -5.377   -5.543   23.025
   -5.394   -5.756   22.721
   -5.430   -5.986   22.440
   -5.486   -6.231   22.183
   -5.560   -6.492   21.953
   -5.654   -6.770   21.750
   -5.765   -7.062   21.577
   -5.895   -7.371   21.436
   -6.043   -7.694   21.329
   -6.208   -8.032   21.259
   -6.391   -8.382   21.227
   -6.590   -8.745   21.238
   -6.806   -9.118   21.292
   -7.037   -9.500   21.393
   -7.284   -9.886   21.543
   -7.544  -10.275   21.744
   -7.818  -10.662   21.998
   -8.102  -11.042   22.306
   -8.397  -11.410   22.670
   -8.698  -11.760   23.088
   -9.005  -12.085   23.561
   -9.313  -12.378   24.086
   -9.620  -12.631   24.660
   -9.921  -12.836   25.276
  -10.213  -12.986   25.929
  -10.490  -13.073   26.610
  -10.749  -13.092   27.308
  -10.984  -13.037   28.013
  -11.189  -12.905   28.710
  -11.361  -12.695   29.388
  -11.494  -12.409   30.031
  -11.586  -12.049   30.627
  -11.632  -11.622   31.162
  -11.631  -11.138   31.627
  -11.582  -10.606   32.013
  -11.484  -10.038   32.312
  -11.339   -9.448   32.522
  -11.150   -8.849   32.642
  -10.920   -8.253   32.673
  -10.653   -7.672   32.619
  -10.354   -7.117   32.486
  -10.030   -6.595   32.281
   -9.687   -6.114   32.012
   -9.329   -5.678   31.688
   -8.963   -5.290   31.316
   -8.596   -4.952   30.907
   -8.231   -4.663   30.466
   -7.874   -4.422   30.001
   -7.528   -4.227   29.519
   -7.198   -4.075   29.025
   -6.885   -3.964   28.523
   -6.593   -3.890   28.018
   -6.322   -3.850   27.514
   -6.075   -3.841   27.013
   -5.851   -3.860   26.518
   -5.652   -3.905   26.031
   -5.477   -3.974   25.554
   -5.327   -4.065   25.089
   -5.200   -4.175   24.637
   -5.098   -4.305   24.199
   -5.018   -4.453   23.776
   -4.962   -4.618   23.371
   -4.927   -4.800   22.984
   -4.915   -4.999   22.617
   -4.923   -5.214   22.270
   -4.952   -5.446   21.945
   -5.002   -5.695   21.645
   -5.071   -5.960   21.369
   -5.160   -6.243   21.122
   -5.269   -6.544   20.903
   -5.396   -6.861   20.716
   -5.543   -7.197   20.562
   -5.708   -7.550   20.444
   -5.893   -7.920   20.366
   -6.096   -8.306   20.329
   -6.317   -8.708   20.337
   -6.556   -9.124   20.393
   -6.813   -9.552   20.500
   -7.087   -9.988   20.662
   -7.378  -10.430   20.880
   -7.683  -10.873   21.159
   -8.003  -11.312   21.501
   -8.334  -11.741   21.906
   -8.675  -12.153   22.377
   -9.023  -12.539   22.912
   -9.375  -12.891   23.510
   -9.727  -13.199   24.168
  -10.075  -13.454   24.880
  -10.413  -13.644   25.638
  -10.736  -13.761   26.432
  -11.039  -13.797   27.251
  -11.315  -13.744   28.081
  -11.558  -13.597   28.904
  -11.762  -13.354   29.705
  -11.922  -13.017   30.465
  -12.031  -12.590   31.169
  -12.087  -12.080   31.798
  -12.087  -11.500   32.341
  -12.028  -10.862   32.785
  -11.911  -10.183   33.124
  -11.738   -9.479   33.354
  -11.512   -8.767   33.474
  -11.237   -8.064   33.487
  -10.920   -7.383   33.401
  -10.566   -6.738   33.222
  -10.182   -6.138   32.960
   -9.778   -5.591   32.628
   -9.359   -5.102   32.235
   -8.932   -4.672   31.792
   -8.506   -4.302   31.310
   -8.085   -3.992   30.797
   -7.675   -3.737   30.262
   -7.281   -3.534   29.712
   -6.906   -3.381   29.153
   -6.553   -3.271   28.589
   -6.225   -3.202   28.026
   -5.922   -3.168   27.465
   -5.646   -3.167   26.911
   -5.398   -3.194   26.365
   -5.178   -3.247   25.830
   -4.984   -3.322   25.306
   -4.818   -3.419   24.796
   -4.678   -3.535   24.299
   -4.563   -3.668   23.818
   -4.474   -3.819   23.353
   -4.408   -3.986   22.906
   -4.366   -4.169   22.477
   -4.346   -4.367   22.067
   -4.348   -4.582   21.677
   -4.372   -4.812   21.309
   -4.416   -5.060   20.964
   -4.480   -5.325   20.643
   -4.565   -5.608   20.348
   -4.669   -5.909   20.082
   -4.793   -6.230   19.844
   -4.937   -6.571   19.639
   -5.101   -6.932   19.469
   -5.284   -7.314   19.336
   -5.487   -7.716   19.244
   -5.710   -8.140   19.196
   -5.954   -8.583   19.195
   -6.217   -9.045   19.245
   -6.500   -9.524   19.351
   -6.803  -10.018   19.517
   -7.124  -10.522   19.746
   -7.464  -11.034   20.044
   -7.822  -11.546   20.413
   -8.195  -12.053   20.856
   -8.581  -12.546   21.377
   -8.978  -13.016   21.976
   -9.382  -13.451   22.653
   -9.789  -13.840   23.404
  -10.195  -14.171   24.226
  -10.593  -14.429   25.109
  -10.977  -14.602   26.043
  -11.340  -14.678   27.014
  -11.674  -14.646   28.005
  -11.971  -14.499   28.995
  -12.224  -14.232   29.962
  -12.425  -13.846   30.885
  -12.568  -13.344   31.739
  -12.645  -12.737   32.504
  -12.655  -12.039   33.162
  -12.593  -11.268   33.697
  -12.460  -10.445   34.100
  -12.259   -9.592   34.367
  -11.992   -8.732   34.498
  -11.665   -7.885   34.498
  -11.287   -7.072   34.376
  -10.865   -6.308   34.144
  -10.409   -5.605   33.817
   -9.928   -4.971   33.408
   -9.432   -4.410   32.933
   -8.929   -3.925   32.405
   -8.428   -3.514   31.836
   -7.936   -3.174   31.239
   -7.460   -2.901   30.621
   -7.003   -2.688   29.992
   -6.571   -2.530   29.358
   -6.167   -2.421   28.724
   -5.792   -2.355   28.094
   -5.448   -2.326   27.471
   -5.135   -2.330   26.857
   -4.854   -2.362   26.255
   -4.605   -2.419   25.666
